,qiymət,şəhər,marka,model,rəng,mühərrik_sm³,yanacaq_növü,sürətlər_qutusu,kuzov_növü,buraxılış_ili,yürüş_km
5488,12 000 AZN,Bakı,Mercedes,C 220,Gümüşü,220,Dizel,Avtomat,Sedan,1998,000
5489,23 000 AZN,Bakı,KIA,Sportage,Ağ,2400,Benzin,Avtomat,Hetçbek,2011,173676
5490,8 900 AZN,Bakı,Chevrolet,TrailBlazer,Qara,4200,Benzin,Avtomat,Sedan,2007,200000
5491,12 000 AZN,Bakı,Mercedes,E 220,Gümüşü,220,Dizel,Avtomat,Sedan,1999,465852
5492,5 500 AZN,Bakı,Mercedes,190,Mavi,2000,Benzin,Avtomat,Sedan,1991,345000
5493,19 000 AZN,Bakı,ARO,244,Sarı,2400,Dizel,Avtomat,Universal,2009,156000
5494,2 650 AZN,Şəki,LADA (VAZ),21011,Bej,1500,Benzin,Mexaniki,Sedan,1980,252525
5495,5 200 AZN,Xaçmaz,LADA (VAZ),2106,Tünd qırmızı,1600,Benzin,Mexaniki,Sedan,2006,150902
5496,4 000 AZN,Bakı,LADA (VAZ),2106,Bej,1300,Benzin,Mexaniki,Sedan,1993,474562
5497,3 000 AZN,Bakı,Geely,CK,Gümüşü,150,Benzin,Mexaniki,Sedan,2007,286089
5498,2 900 AZN,Şamaxı,LADA (VAZ),2106,Göy,1590,Benzin,Mexaniki,Sedan,1984,140000
5499,15 100 AZN,Bakı,Khazar,D5,Ağ,1700,Benzin,Mexaniki,Sedan,2021,66000
5500,5 600 AZN,Bakı,LADA (VAZ),2107,Ağ,1600,Benzin,Mexaniki,Sedan,2009,75450
5501,6 000 AZN,Bakı,Mercedes,A 190,Qara,2000,Dizel,Avtomat,Sedan,1990,340000
5502,23 800 AZN,Bakı,Hyundai,ix35,Qara,2000,Benzin,Avtomat,Offroader/SUV,2010,168000
5503,18 000 AZN,Bakı,Hyundai,Accent,Gümüşü,1400,Benzin,Avtomat,Sedan,2012,122700
5504,16 500 AZN,Bakı,Toyota,Corolla,Yaş Asfalt,13000,Dizel,Mexaniki,Hetçbek,2006,168750
5505,6 700 AZN,Naxçıvan,Tofas,Dogan,Qara,5000,Benzin,Mexaniki,Sedan,2005,120000
5506,45 500 AZN,Bakı,Mazda,6,Ağ,2500,Benzin,Avtomat,Sedan,2018,65000
5507,14 400 AZN,Bakı,Toyota,Prius,Boz,1500,Hibrid,Variator,Hetçbek,2007,303000
5508,11 500 AZN,Bakı,Mercedes,C 180,Gümüşü,1800,Benzin,Avtomat,Sedan,1999,115464
5509,11 000 AZN,Bakı,Mercedes,S 320,Qara,320,Benzin,Avtomat,Sedan,1999,38400
5510,5 900 AZN,Quba,LADA (VAZ),2110,Yaşıl,1600,Benzin,Mexaniki,Sedan,2005,35000
5511,9 000 AZN,Bakı,Nissan,Terrano,Ağ,270,Dizel,Mexaniki,Hetçbek,2000,264983
5512,7 300 AZN,Mingəçevir,Chery,A-15 Cowin/Amulet,Qızılı,1600,Benzin,Mexaniki,Sedan,2008,295000
5513,4 500 AZN,Qusar,LADA (VAZ),2107,Ağ,1600,Benzin,Mexaniki,Sedan,2003,78000
5514,10 500 AZN,Bakı,Renault,Megane,Gümüşü,1500,Dizel,Mexaniki,Universal,2006,370000
5515,3 300 AZN,Bakı,Renault,12 Toros,Sarı,1400,Benzin,Mexaniki,Universal,1998,333333
5516,13 000 AZN,Bakı,Ford,Focus,Ağ,1600,Benzin,Avtomat,Sedan,2012,247000
5517,2 750 AZN,Sabirabad,LADA (VAZ),2106,Göy,1300,Benzin,Mexaniki,Sedan,1982,200000
5518,14 000 AZN,Bakı,Nissan,Note,Qırmızı,1498,Benzin,Avtomat,Hetçbek,2012,37371
5519,9 000 AZN,Quba,Gaz,3302-Gazel,Ağ,2800,Benzin,Mexaniki,Universal,2001,150000
5520,15 500 AZN,Beyləqan,Jeep,Grand Cherokee,Boz,4700,Qaz,Avtomat,Offroader/SUV,2002,25000
5521,10 000 AZN,Qax,Mercedes,E 230,Gümüşü,2300,Benzin,Avtomat,Sedan,1997,347000
5522,12 900 AZN,Bakı,Toyota,Prius,Qara,1500,Hibrid,Avtomat,Sedan,2008,195400
5523,10 900 AZN,Sumqayıt,Opel,Astra,Göy,1400,Benzin,Mexaniki,Universal,2006,280000
5524,7 300 AZN,Bakı,Iran Khodro,Runna,Boz,1600,Benzin,Mexaniki,Sedan,2013,134000
5525,6 000 AZN,Bakı,Mercedes,190,Qara,2300,Benzin,Avtomat,Sedan,1992,240000
5526,6 500 AZN,Bakı,Mercedes,190,Gümüşü,180,Benzin,Mexaniki,Sedan,1991,365324
5527,3 900 AZN,Bakı,LADA (VAZ),2109,Ağ,1500,Benzin,Mexaniki,Sedan,1992,2222
5528,25 800 AZN,Bakı,BMW,328,Boz,2000,Benzin,Avtomat,Sedan,2014,240000
5529,3 000 AZN,Bakı,LADA (VAZ),Niva,Qara,300,Benzin,Avtomat,Universal,1993,5000
5530,15 000 AZN,Bakı,Opel,Astra,Boz,1300,Dizel,Mexaniki,Hetçbek,2010,300000
5531,20 500 AZN,Bakı,Honda,Accord,Qara,2400,Benzin,Avtomat,Sedan,2010,310000
5532,3 700 AZN,Bakı,LADA (VAZ),2106,Narıncı,1600,Benzin,Mexaniki,Sedan,1985,20000
5533,7 800 AZN,Bakı,Mercedes,C 220,Qara,2200,Dizel,Avtomat,Sedan,1999,1999
5534,4 500 AZN,Bakı,Mercedes,190,Ağ,200,Benzin,Avtomat,Sedan,1991,361000
5535,3 800 AZN,Zaqatala,Mitsubishi,Lancer,Tünd qırmızı,1300,Benzin,Mexaniki,Sedan,1996,400000
5536,17 900 AZN,Sumqayıt,BMW,525,Qara,2500,Benzin,Avtomat,Sedan,2004,340000
5537,3 500 AZN,Şəki,LADA (VAZ),2106,Yaşıl,1300,Benzin,Mexaniki,Sedan,1985,456745
5538,13 000 AZN,Bakı,Mercedes,E 320,Gümüşü,3200,Benzin,Avtomat,Sedan,1998,400
5539,14 500 AZN,Bakı,Renault,Scenic,Boz,150,Dizel,Mexaniki,Universal,2009,250000
5540,6 700 AZN,Bakı,Mercedes,C 200,Qara,2000,Benzin,Avtomat,Sedan,1997,350000
5541,5 200 AZN,Qusar,Gaz,31105,Qara,105,Benzin,Mexaniki,Sedan,2005,21000
5542,11 200 AZN,Bakı,KIA,Rio,Ağ,1400,Benzin,Mexaniki,Sedan,2008,280000
5543,5 800 AZN,Bakı,Opel,Vectra,Gümüşü,1800,Benzin,Avtomat,Sedan,1996,620000
5544,3 300 AZN,Bakı,LADA (VAZ),2108,Yaşıl,1500,Benzin,Mexaniki,Hetçbek,1987,250000
5545,9 000 AZN,Bakı,KIA,Cee`d,Qara,1400,Benzin,Avtomat,Hetçbek,2007,192000
5546,4 000 AZN,Bakı,Mercedes,280 SE,Qara,208,Benzin,Avtomat,Sedan,1998,4528
5547,1 600 AZN,Bakı,Moskvich,412,Boz,1500,Benzin,Mexaniki,Sedan,1974,968000
5548,14 500 AZN,Bakı,Chevrolet,Cruze,Mavi,1400,Benzin,Avtomat,Sedan,2014,186000
5549,25 000 AZN,Bakı,Nissan,Pathfinder,Göy,2500,Dizel,Avtomat,Offroader/SUV,2007,308000
5550,3 800 AZN,Bakı,LADA (VAZ),21099,Tünd qırmızı,1500,Benzin,Mexaniki,Sedan,1996,333333
5551,20 700 AZN,Bakı,Mitsubishi,Pajero,Qara,300,Benzin,Avtomat,Miniven,2007,165000
5552,18 900 AZN,Bakı,Hyundai,Accent,Ağ,1600,Benzin,Avtomat,Sedan,2021,7200
5553,7 900 AZN,Sumqayıt,LADA (VAZ),2106,Ağ,1600,Benzin,Mexaniki,Sedan,2004,76000
5554,3 300 AZN,Xaçmaz,LADA (VAZ),2106,Ağ,1600,Benzin,Mexaniki,Sedan,1979,53035
5555,2 100 AZN,Cəlilabad,LADA (VAZ),2101,Göy,1600,Benzin,Mexaniki,Sedan,1974,38000
5556,5 200 AZN,Şabran,Opel,Vectra,Boz,180,Benzin,Avtomat,Hetçbek,1997,458712
5557,7 200 AZN,Bərdə,LADA (VAZ),2107,Tünd qırmızı,1600,Benzin,Mexaniki,Sedan,2009,12000
5558,4 900 AZN,Şamaxı,LADA (VAZ),2107,Ağ,106,Benzin,Mexaniki,Sedan,2003,0000
5559,15 700 AZN,Bakı,KIA,Cee`d,Yaş Asfalt,1400,Benzin,Mexaniki,Universal,2009,195500
5560,11 800 AZN,Bakı,Mercedes,C 180,Qara,1800,Benzin,Avtomat,Sedan,1999,320000
5561,10 400 AZN,Sumqayıt,Nissan,X-Trail,Qara,2000,Benzin,Avtomat,Offroader/SUV,2001,271000
5562,7 500 AZN,Bakı,BMW,X5,Qara,400,Benzin,Avtomat,Offroader/SUV,2000,322178
5563,13 200 AZN,Bakı,KIA,Cee`d,Göy,13000,Dizel,Mexaniki,Universal,2007,380005
5564,3 800 AZN,İsmayıllı,LADA (VAZ),2106,Bej,1300,Benzin,Mexaniki,Sedan,1986,83000
5565,5 600 AZN,Bakı,Opel,Astra,Yaşıl,1600,Benzin,Mexaniki,Universal,1996,33000
5566,4 500 AZN,Bakı,Opel,Vectra,Yaşıl,1800,Benzin,Avtomat,Sedan,1998,235000
5567,8 500 AZN,Bakı,LADA (VAZ),2107,Bej,1500,Benzin,Mexaniki,Sedan,1989,93000
5568,13 000 AZN,Bakı,Toyota,Prius,Gümüşü,1497,Hibrid,Avtomat,Hetçbek,2008,250000
5569,20 000 AZN,Bakı,Hyundai,Elantra,Gümüşü,132,Benzin,Avtomat,Sedan,2013,117
5570,5 900 AZN,Mingəçevir,LADA (VAZ),2107,Ağ,1600,Benzin,Mexaniki,Sedan,2005,147000
5571,33 000 AZN,Gəncə,Toyota,Prado,Ağ,2700,Benzin,Avtomat,Universal,2008,205250
5572,3 200 AZN,Gəncə,LADA (VAZ),2107,Tünd qırmızı,150,Benzin,Mexaniki,Sedan,1991,52643
5573,14 000 AZN,Şirvan,Chevrolet,Cruze,Gümüşü,1400,Benzin,Avtomat,Sedan,2015,263500
5574,2 500 AZN,Gəncə,LADA (VAZ),2106,Ağ,2500,Benzin,Avtomat,Universal,1976,35000
5575,13 200 AZN,Bakı,Mazda,CX-7,Boz,2300,Benzin,Avtomat,Universal,2006,178000
5576,8 800 AZN,Bakı,KIA,Sorento,Ağ,3500,Benzin,Avtomat,Offroader/SUV,2003,300000
5577,9 500 AZN,Bakı,Toyota,Prius,Yaş Asfalt,1500,Benzin,Avtomat,Hetçbek,2008,173000
5578,29 200 AZN,Bakı,Mercedes,E 200,Qara,2000,Dizel,Avtomat,Sedan,2011,150437
5579,8 900 AZN,Bakı,Hyundai,Accent,Qara,1600,Benzin,Avtomat,Kupe,2006,300004
5580,4 000 AZN,Sumqayıt,LADA (VAZ),2106,Bej,1600,Benzin,Mexaniki,Universal,1983,86156
5581,26 500 AZN,Bakı,BMW,528,Yaş Asfalt,2000,Benzin,Avtomat,Sedan,2012,238000
5582,14 000 AZN,Bakı,Nissan,Note,Mavi,1200,Benzin,Avtomat,Hetçbek,2013,80400
5583,12 000 AZN,Bakı,Opel,Astra,Gümüşü,1300,Dizel,Mexaniki,Hetçbek,2006,116000
5584,2 500 AZN,Bakı,LADA (VAZ),2106,Bej,1600,Benzin,Mexaniki,Sedan,1987,97664
5585,3 800 AZN,Zaqatala,Saipa,Saina,Ağ,1500,Benzin,Mexaniki,Sedan,2021,83000
5586,8 500 AZN,Bakı,LADA (VAZ),Niva,Ağ,1700,Benzin,Mexaniki,Offroader/SUV,2012,171000
5587,2 900 AZN,Bakı,Renault,12 Toros,Sarı,1400,Benzin,Mexaniki,Universal,1996,123456
5588,2 150 AZN,Gəncə,LADA (VAZ),2106,Bej,1600,Benzin,Mexaniki,Sedan,1979,1600
5589,850 AZN,Şabran,LADA (VAZ),2106,Qırmızı,100,Benzin,Mexaniki,Sedan,1981,2000000
5590,10 000 AZN,Bakı,Toyota,Prius,Gümüşü,1500,Benzin,Avtomat,Hetçbek,2008,180000
5591,46 500 AZN,Naxçıvan,Toyota,Prado,Ağ,2700,Benzin,Avtomat,Offroader/SUV,2011,72000
5592,5 700 AZN,Bakı,LADA (VAZ),2114,Gümüşü,1500,Benzin,Mexaniki,Sedan,2005,400000
5593,18 200 AZN,Bakı,Hyundai,Elantra,Göy,1800,Benzin,Avtomat,Sedan,2015,133000
5594,3 700 AZN,Cəlilabad,KIA,Besta,Ağ,2400,Benzin,Mexaniki,Mikroavtobus,1998,250000
5595,9 900 AZN,Bakı,Nissan,Teana,Qızılı,230,Benzin,Avtomat,Sedan,2007,300200
5596,15 000 AZN,Bakı,Khazar,D5,Ağ,1700,Benzin,Mexaniki,Sedan,2022,48300
5597,2 700 AZN,Xudat,LADA (VAZ),2106,Qırmızı,1600,Benzin,Mexaniki,Sedan,1979,555555
5598,8 600 AZN,Sumqayıt,Opel,Astra,Qəhvəyi,1600,Benzin,Mexaniki,Universal,1998,300000
5599,9 000 AZN,Lənkəran,Mitsubishi,Pajero io,Ağ,1804,Benzin,Avtomat,Offroader/SUV,1999,301004
5600,6 500 AZN,Bakı,LADA (VAZ),2114,Qara,13500,Benzin,Mexaniki,Hetçbek,2014,128000
5601,9 700 AZN,Bakı,MG,6,Ağ,1800,Benzin,Avtomat,Hetçbek,2011,300000
5602,53 000 AZN,Bakı,Mercedes,E 300,Boz,2000,Dizel,Avtomat,Sedan,2020,37000
5603,2 000 AZN,Sumqayıt,LADA (VAZ),2106,Bej,13500,Benzin,Mexaniki,Sedan,1983,45000
5604,12 500 AZN,Bakı,Mercedes,C 230,Ağ,2300,Benzin,Avtomat,Sedan,1999,253000
5605,11 800 AZN,Bakı,BMW,728,Qara,2800,Benzin,Avtomat,Sedan,1997,235000
5606,7 400 AZN,Bakı,Opel,Agila,Ağ,100,Benzin,Mexaniki,Hetçbek,2007,190000
5607,61 000 AZN,Bakı,Mercedes,E 300,Ağ,2000,Benzin,Avtomat,Sedan,2016,94100
5608,3 300 AZN,Bakı,LADA (VAZ),2106,Göy,1600,Benzin,Mexaniki,Sedan,1991,285489
5609,7 500 AZN,Bakı,Toyota,Corolla,Qara,1460,Dizel,Mexaniki,Hetçbek,2006,310000
5610,10 500 AZN,Sumqayıt,KIA,Rio,Qara,1400,Benzin,Mexaniki,Sedan,2010,444000
5611,10 800 AZN,Goranboy,Mercedes,C 180,Göy,1800,Benzin,Avtomat,Sedan,1998,222222
5612,12 700 AZN,Bakı,Toyota,Camry,Qara,2400,Qaz,Avtomat,Sedan,2005,420000
5613,4 300 AZN,Sumqayıt,Opel,Astra,Qara,1600,Benzin,Mexaniki,Hetçbek,1992,250000
5614,2 100 AZN,Yevlax,LADA (VAZ),2107,Ağ,1200,Benzin,Mexaniki,Sedan,1985,245000
5615,11 300 AZN,Şəki,Opel,Astra,Gümüşü,1400,Benzin,Mexaniki,Hetçbek,2007,230
5616,3 700 AZN,Biləsuvar,Hyundai,i30,Çəhrayı,166,Benzin,Mexaniki,Sedan,1999,6666
5617,27 500 AZN,Bakı,Mercedes,ML 350,Qara,3500,Benzin,Avtomat,Offroader/SUV,2010,158000
5618,3 500 AZN,Sumqayıt,LADA (VAZ),2107,Ağ,1300,Benzin,Mexaniki,Sedan,1994,57189
5619,6 700 AZN,Masallı,Mercedes,C 180,Yaşıl,1800,Benzin,Mexaniki,Sedan,1995,568000
5620,6 400 AZN,Lənkəran,LADA (VAZ),2107,Göy,2106,Benzin,Mexaniki,Sedan,2002,90000
5621,20 500 AZN,Bakı,Chevrolet,Cruze,Qara,1400,Benzin,Avtomat,Sedan,2017,69122
5622,6 700 AZN,Bakı,Mercedes,A 160,Bənövşəyi,1600,Benzin,Avtomat,Hetçbek,2001,189484
5623,13 300 AZN,Bakı,Mercedes,C 220,Gümüşü,2200,Dizel,Avtomat,Sedan,1999,47500
5624,9 800 AZN,Gəncə,Mercedes,C 240,Gümüşü,2400,Benzin,Avtomat,Sedan,2000,299000
5625,11 000 AZN,Qusar,Opel,Astra,Tünd qırmızı,1400,Benzin,Mexaniki,Hetçbek,2004,222215
5626,1 350 AZN,Bakı,LADA (VAZ),2111,Qırmızı,1700,Benzin,Mexaniki,Sedan,1971,1971
5627,4 200 AZN,Bakı,Renault,Laguna,Göy,190,Benzin,Mexaniki,Sedan,1999,67365
5628,2 600 AZN,Bakı,LADA (VAZ),2106,Mavi,1500,Benzin,Mexaniki,Sedan,1983,200000
5629,9 800 AZN,Bakı,Geely,Emgrand EC7,Ağ,108,Benzin,Avtomat,Sedan,2012,2980
5630,4 950 AZN,Gəncə,LADA (VAZ),2106,Yaşıl,1450,Benzin,Mexaniki,Sedan,1996,97098
5631,17 500 AZN,Bakı,Renault,Scenic,Qara,1500,Dizel,Robotlaşdırılmış,Miniven,2011,420000
5632,13 500 AZN,Bakı,Renault,Megane,Gümüşü,1500,Dizel,Mexaniki,Universal,2010,168300
5633,12 000 AZN,Ağcabədi,Opel,Astra,Gümüşü,143,Benzin,Mexaniki,Hetçbek,2004,214000
5634,5 700 AZN,Sumqayıt,Opel,Astra,Göy,1600,Benzin,Mexaniki,Universal,1996,300000
5635,10 700 AZN,Gəncə,KIA,Rio,Boz,1400,Benzin,Mexaniki,Hetçbek,2005,194145
5636,10 900 AZN,Bakı,Opel,Astra,Gümüşü,1600,Benzin,Robotlaşdırılmış,Universal,2007,255000
5637,6 999 AZN,Ucar,LADA (VAZ),Niva,Ağ,1700,Benzin,Mexaniki,Krosover,2010,205005
5638,6 000 AZN,Bakı,Ford,Focus,Qırmızı,2000,Benzin,Avtomat,Sedan,2001,265000
5639,6 800 AZN,Gəncə,Toyota,RAV 4,Qara,8000,Benzin,Avtomat,Universal,1997,257000
5640,9 500 AZN,Masallı,Mercedes,E 280,Qara,2800,Benzin,Avtomat,Sedan,1996,256354
5641,26 800 AZN,Bakı,Mercedes,Sprinter 315,Ağ,150,Dizel,Mexaniki,Universal,2007,22299
5642,8 500 AZN,Ucar,Gaz,3102,Gümüşü,2445,Benzin,Mexaniki,Pikap,1999,130000
5643,6 700 AZN,Quba,Daewoo,Nexia,Qızılı,1500,Benzin,Mexaniki,Sedan,2011,265000
5644,18 800 AZN,Sumqayıt,Gaz,3302-Gazel,Ağ,2400,Benzin,Mexaniki,Universal,2010,54000
5645,8 500 AZN,Bakı,Mercedes,C 200,Yaşıl,2000,Benzin,Avtomat,Sedan,1996,268000
5646,2 600 AZN,Masallı,LADA (VAZ),2106,Göy,1300,Benzin,Mexaniki,Sedan,1981,065321
5647,4 000 AZN,Bakı,LADA (VAZ),2106,Ağ,1600,Benzin,Mexaniki,Sedan,2004,888888
5648,15 800 AZN,Bakı,KIA,Rio,Yaş Asfalt,1100,Dizel,Mexaniki,Hetçbek,2014,161000
5649,7 800 AZN,Bakı,Chevrolet,Aveo,Sarı,180,Benzin,Avtomat,Hetçbek,2004,200000
5650,12 500 AZN,Bakı,Jeep,Grand Cherokee,Qara,2900,Dizel,Avtomat,Offroader/SUV,2000,179852
5651,14 800 AZN,Şəmkir,Hyundai,i30,Qara,197,Dizel,Mexaniki,Sedan,2008,216712
5652,21 500 AZN,Masallı,Mercedes,E 280,Qara,3000,Benzin,Avtomat,Sedan,2006,330000
5653,5 300 AZN,Bakı,Jeep,Grand Cherokee,Yaşıl,4000,Benzin,Avtomat,Universal,1995,253688
5654,7 650 AZN,Bakı,Volkswagen,Passat,Gümüşü,1800,Benzin,Avtomat,Universal,2004,187093
5655,4 800 AZN,Bakı,Opel,Vectra,Qızılı,1800,Benzin,Avtomat,Hetçbek,1997,454246
5656,8 900 AZN,Xırdalan,Mercedes,E 250,Qızılı,2500,Dizel,Mexaniki,Sedan,1992,580000
5657,950 AZN,Xaçmaz,LADA (VAZ),2103,Qırmızı,1300,Benzin,Mexaniki,Sedan,1976,180000
5658,2 500 AZN,Bakı,Gaz,3110,Ağ,2400,Benzin,Mexaniki,Sedan,1999,250000
5659,6 900 AZN,Bakı,Opel,Vectra,Mavi,3000,Dizel,Avtomat,Universal,2004,435000
5660,5 500 AZN,Bakı,Opel,Omega,Qara,200,Benzin,Avtomat,Sedan,1995,342529
5661,14 500 AZN,Bakı,Chevrolet,Aveo,Qəhvəyi,1400,Benzin,Avtomat,Sedan,2016,203620
5662,5 000 AZN,Bakı,LADA (VAZ),2107,Tünd qırmızı,1500,Benzin,Mexaniki,Sedan,2005,25042
5663,3 840 AZN,Bakı,Tofas,Sahin,Boz,1600,Benzin,Mexaniki,Sedan,2004,10000
5664,4 000 AZN,Salyan,LADA (VAZ),21011,Tünd qırmızı,1300,Benzin,Mexaniki,Sedan,1980,222222
5665,12 400 AZN,Bakı,Nissan,X-Trail,Yaşıl,2200,Dizel,Mexaniki,Offroader/SUV,2001,323000
5666,8 700 AZN,Şamaxı,LADA (VAZ),Niva,Ağ,1700,Benzin,Mexaniki,Universal,2011,183300
5667,2 200 AZN,Ağcabədi,Daewoo,Leganza,Qara,133,Benzin,Mexaniki,Sedan,1999,352000
5668,4 000 AZN,Balakən,LADA (VAZ),21099,Yaşıl,1600,Benzin,Mexaniki,Sedan,1997,265442
5669,3 600 AZN,Bakı,Mercedes,190,Yaş Asfalt,2000,Benzin,Avtomat,Sedan,1986,254688
5670,9 000 AZN,Cəlilabad,ZIL,130,Göy,5555,Dizel,Mexaniki,Universal,1991,5555
5671,34 280 AZN,Bakı,Mercedes,C 250,Qırmızı,2000,Benzin,Avtomat,Sedan,2013,132000
5672,10 480 AZN,Bakı,KIA,Rio,Gümüşü,1400,Benzin,Mexaniki,Hetçbek,2004,13458
5673,13 000 AZN,Bakı,Chevrolet,Cruze,Yaş Asfalt,1400,Benzin,Avtomat,Sedan,2013,230000
5674,3 000 AZN,Xaçmaz,LADA (VAZ),2106,Göy,1300,Benzin,Mexaniki,Sedan,1987,300000
5675,5 000 AZN,Bərdə,Volkswagen,Passat,Boz,150,Benzin,Avtomat,Sedan,2003,320000
5676,16 500 AZN,Bakı,Citroen,DS3,Qara,1600,Benzin,Avtomat,Hetçbek,2012,81000
5677,48 000 AZN,Naxçıvan,Mercedes,Viano,Qara,3500,Benzin,Avtomat,Mikroavtobus,2013,150000
5678,16 000 AZN,Naxçıvan,Mercedes,C 230,Ağ,2500,Benzin,Avtomat,Sedan,2007,280000
5679,9 700 AZN,Bakı,LADA (VAZ),Niva,Ağ,1700,Benzin,Mexaniki,Offroader/SUV,2013,146000
5680,19 500 AZN,Bakı,BMW,525,Ağ,2500,Benzin,Avtomat,Sedan,2006,25000
5681,10 700 AZN,Bakı,LADA (VAZ),Priora,Ağ,1600,Benzin,Mexaniki,Hetçbek,2015,135000
5682,12 000 AZN,Bakı,Toyota,Prius,Göy,1500,Hibrid,Avtomat,Hetçbek,2008,195000
5683,25 000 AZN,Xaçmaz,Hyundai,Sonata,Qara,2400,Benzin,Avtomat,Sedan,2014,220000
5684,12 500 AZN,Bakı,Chevrolet,Spark,Qara,1249,Benzin,Avtomat,Sedan,2014,75
5685,4 500 AZN,Cəbrayıl,UAZ,31512,Qəhvəyi,2400,Benzin,Mexaniki,Offroader/SUV,1986,0000
5686,6 300 AZN,Şirvan,LADA (VAZ),2107,Ağ,1600,Benzin,Mexaniki,Sedan,2005,40
5687,6 200 AZN,Bakı,Opel,Vectra,Bənövşəyi,200,Benzin,Avtomat,Sedan,1997,352
5688,2 500 AZN,Bakı,LADA (VAZ),2106,Qara,150,Benzin,Mexaniki,Sedan,1993,250000
5689,9 700 AZN,Bakı,BMW,525,Gümüşü,2500,Benzin,Avtomat,Sedan,1997,328456
5690,8 200 AZN,Bakı,Opel,Astra,Qara,1600,Benzin,Mexaniki,Universal,2000,345000
5691,14 500 AZN,Bakı,Opel,Zafira,Bej,2200,Benzin,Avtomat,Miniven,2005,285000
5692,8 700 AZN,Bakı,Chevrolet,Aveo,Yaş Asfalt,1400,Benzin,Mexaniki,Sedan,2010,300000
5693,11 000 AZN,Bakı,Opel,Astra,Qızılı,1400,Benzin,Mexaniki,Universal,2005,212000
5694,12 000 AZN,Bakı,Fiat,Doblo,Ağ,1400,Benzin,Mexaniki,Universal,2007,185325
5695,10 000 AZN,Bakı,Daewoo,Gentra,Ağ,1300,Benzin,Mexaniki,Sedan,2014,190000
5696,5 000 AZN,Bakı,LADA (VAZ),2107,Qırmızı,1600,Benzin,Mexaniki,Sedan,2005,22996
5697,6 500 AZN,Sumqayıt,BMW,320,Boz,200,Benzin,Avtomat,Sedan,1997,2000
5698,10 900 AZN,Bakı,Mercedes,E 220,Yaşıl,2200,Dizel,Avtomat,Sedan,1997,435000
5699,10 600 AZN,Bakı,Mitsubishi,Airtrek,Gümüşü,2000,Benzin,Avtomat,Offroader/SUV,2001,298000
5700,4 500 AZN,Bakı,LADA (VAZ),2106,Ağ,1500,Benzin,Mexaniki,Sedan,1993,5000
5701,10 000 AZN,Bakı,Renault,Megane,Yaş Asfalt,1500,Dizel,Mexaniki,Universal,2008,393000
5702,5 000 AZN,Qəbələ,Mercedes,190,Qəhvəyi,200,Benzin,Avtomat,Sedan,1992,420000
5703,9 300 AZN,Bakı,Mitsubishi,Lancer,Tünd qırmızı,1300,Benzin,Avtomat,Sedan,2006,265000
5704,6 800 AZN,Sumqayıt,LADA (VAZ),21099,Gümüşü,1500,Benzin,Mexaniki,Sedan,2003,400000
5705,10 400 AZN,Bakı,Opel,Astra,Gümüşü,1300,Dizel,Mexaniki,Hetçbek,2005,317500
5706,8 450 AZN,Göygöl,Mitsubishi,Pajero io,Boz,2000,Benzin,Avtomat,Offroader/SUV,2002,354485
5707,4 920 AZN,Bakı,Tofas,Sahin,Qara,1600,Benzin,Mexaniki,Sedan,2006,321456
5708,6 500 AZN,Bakı,LADA (VAZ),2107,Ağ,1600,Benzin,Mexaniki,Sedan,2008,84000
5709,40 000 AZN,Bakı,Toyota,C-HR,Boz,200,Benzin,Avtomat,Hetçbek,2019,33000
5710,3 000 AZN,Bakı,Lifan,520,Göy,1600,Benzin,Mexaniki,Hetçbek,2010,2222
5711,3 700 AZN,Gəncə,LADA (VAZ),2107,Ağ,1600,Benzin,Mexaniki,Sedan,2005,24000
5712,9 000 AZN,Bakı,Mercedes,C 180,Qara,1800,Benzin,Avtomat,Universal,1998,700000
5713,7 800 AZN,Bakı,Opel,Astra,Boz,1800,Benzin,Avtomat,Universal,2001,315000
5714,6 800 AZN,Sumqayıt,Volkswagen,Passat,Göy,1800,Benzin,Avtomat,Sedan,2004,407000
5715,3 900 AZN,Salyan,LADA (VAZ),2106,Ağ,150,Benzin,Mexaniki,Sedan,1980,96332
5716,3 000 AZN,Bakı,Mercedes,190,Qızılı,2000,Benzin,Avtomat,Sedan,1989,25000
5717,9 200 AZN,Bakı,LADA (VAZ),Niva,Ağ,1700,Benzin,Mexaniki,Offroader/SUV,2014,236300
5718,5 300 AZN,Bakı,Opel,Astra,Qırmızı,1600,Benzin,Mexaniki,Universal,1997,840647
5719,17 800 AZN,Bakı,Hyundai,Sonata,Göy,2400,Benzin,Avtomat,Sedan,2011,190000
5720,9 500 AZN,Sumqayıt,Mercedes,E 230,Qızılı,2300,Benzin,Avtomat,Sedan,1996,430560
5721,8 000 AZN,Ağcabədi,LADA (VAZ),2107,Qara,1600,Benzin,Mexaniki,Sedan,2010,13700
5722,13 000 AZN,Şəki,Gaz,3302-Gazel,Ağ,2500,Dizel,Mexaniki,Universal,1999,350000
5723,6 500 AZN,Mingəçevir,Opel,Astra,Mavi,2200,Dizel,Mexaniki,Universal,2004,10000
5724,7 500 AZN,Bakı,LADA (VAZ),2106,Göy,1600,Benzin,Mexaniki,Sedan,2008,60000
5725,14 900 AZN,Bakı,Chevrolet,Cruze,Ağ,1400,Benzin,Avtomat,Sedan,2014,220000
5726,9 500 AZN,Qəbələ,Ford,Cougar,Boz,200,Benzin,Mexaniki,Kupe,1998,258000
